10	0	0	0.000016
10	0	1	0.000013
10	0	2	0.000013
10	0	3	0.000013
10	0	4	0.000016
10	1	0	0.000016
10	1	1	0.000015
10	1	2	0.000015
10	1	3	0.000017
10	1	4	0.000020
10	2	0	0.000016
10	2	1	0.000020
10	2	2	0.000021
10	2	3	0.000020
10	2	4	0.000018
10	3	0	0.000017
10	3	1	0.000020
10	3	2	0.000019
10	3	3	0.000016
10	3	4	0.000015
10	4	0	0.000015
10	4	1	0.000018
10	4	2	0.000021
10	4	3	0.000013
10	4	4	0.000014
20	0	0	0.000044
20	0	1	0.000048
20	0	2	0.000041
20	0	3	0.000047
20	0	4	0.000048
20	1	0	0.000052
20	1	1	0.000041
20	1	2	0.000041
20	1	3	0.000049
20	1	4	0.000043
20	2	0	0.000043
20	2	1	0.000054
20	2	2	0.000041
20	2	3	0.000041
20	2	4	0.000048
20	3	0	0.000045
20	3	1	0.000044
20	3	2	0.000041
20	3	3	0.000043
20	3	4	0.000043
20	4	0	0.000045
20	4	1	0.000042
20	4	2	0.000048
20	4	3	0.000042
20	4	4	0.000044
50	0	0	0.000242
50	0	1	0.000239
50	0	2	0.000264
50	0	3	0.000282
50	0	4	0.000278
50	1	0	0.000293
50	1	1	0.000289
50	1	2	0.000253
50	1	3	0.000289
50	1	4	0.000298
50	2	0	0.000294
50	2	1	0.000247
50	2	2	0.000287
50	2	3	0.000243
50	2	4	0.000273
50	3	0	0.000242
50	3	1	0.000239
50	3	2	0.000247
50	3	3	0.000282
50	3	4	0.000292
50	4	0	0.000251
50	4	1	0.000272
50	4	2	0.000278
50	4	3	0.000280
50	4	4	0.000280
100	0	0	0.001329
100	0	1	0.001356
100	0	2	0.001320
100	0	3	0.001344
100	0	4	0.001341
100	1	0	0.001213
100	1	1	0.001193
100	1	2	0.001373
100	1	3	0.001367
100	1	4	0.001343
100	2	0	0.001316
100	2	1	0.001339
100	2	2	0.001291
100	2	3	0.001337
100	2	4	0.001313
100	3	0	0.001244
100	3	1	0.001395
100	3	2	0.001386
100	3	3	0.001400
100	3	4	0.001397
100	4	0	0.001287
100	4	1	0.001426
100	4	2	0.001423
100	4	3	0.001412
100	4	4	0.001441
200	0	0	0.006378
200	0	1	0.006595
200	0	2	0.006507
200	0	3	0.006738
200	0	4	0.006542
200	1	0	0.006515
200	1	1	0.006746
200	1	2	0.006574
200	1	3	0.006627
200	1	4	0.006555
200	2	0	0.006716
200	2	1	0.006918
200	2	2	0.006695
200	2	3	0.006588
200	2	4	0.006651
200	3	0	0.006939
200	3	1	0.006926
200	3	2	0.006807
200	3	3	0.006851
200	3	4	0.006831
200	4	0	0.006782
200	4	1	0.006804
200	4	2	0.006730
200	4	3	0.006870
200	4	4	0.006829
500	0	0	0.071825
500	0	1	0.076589
500	0	2	0.078384
500	0	3	0.052782
500	0	4	0.078133
500	1	0	0.075779
500	1	1	0.074985
500	1	2	0.071372
500	1	3	0.072160
500	1	4	0.072892
500	2	0	0.052384
500	2	1	0.076980
500	2	2	0.078199
500	2	3	0.079151
500	2	4	0.077514
500	3	0	0.078817
500	3	1	0.076068
500	3	2	0.068455
500	3	3	0.081225
500	3	4	0.079450
500	4	0	0.076089
500	4	1	0.067605
500	4	2	0.079995
500	4	3	0.076366
500	4	4	0.053411
1000	0	0	0.527443
1000	0	1	0.480766
1000	0	2	0.530459
1000	0	3	0.539670
1000	0	4	0.326621
1000	1	0	0.314099
1000	1	1	0.478211
1000	1	2	0.510004
1000	1	3	0.488488
1000	1	4	0.502101
1000	2	0	0.497025
1000	2	1	0.322937
1000	2	2	0.527293
1000	2	3	0.324596
1000	2	4	0.374727
1000	3	0	0.326162
1000	3	1	0.492198
1000	3	2	0.326728
1000	3	3	0.478777
1000	3	4	0.325236
1000	4	0	0.507337
1000	4	1	0.490904
1000	4	2	0.518463
1000	4	3	0.460402
1000	4	4	0.506907
2000	0	0	2.410680
2000	0	1	2.395107
2000	0	2	2.364733
2000	0	3	2.362363
2000	0	4	2.322729
2000	1	0	2.241071
2000	1	1	2.248934
2000	1	2	2.277614
2000	1	3	2.501153
2000	1	4	2.308223
2000	2	0	2.373326
2000	2	1	2.258342
2000	2	2	2.357075
2000	2	3	2.333411
2000	2	4	2.278764
2000	3	0	2.531094
2000	3	1	2.428165
2000	3	2	2.394111
2000	3	3	2.339486
2000	3	4	2.392146
2000	4	0	2.446540
2000	4	1	2.389886
2000	4	2	2.469010
2000	4	3	2.409900
2000	4	4	2.340190
5000	0	0	30.871316
5000	0	1	33.112642
5000	0	2	33.223222
5000	0	3	30.873707
5000	0	4	32.713270
5000	1	0	31.642047
5000	1	1	31.539846
5000	1	2	31.608471
5000	1	3	31.156111
5000	1	4	31.536511
5000	2	0	30.602273
5000	2	1	30.020990
5000	2	2	31.102611
5000	2	3	31.168617
5000	2	4	31.129146
5000	3	0	34.757153
5000	3	1	34.321834
5000	3	2	34.748420
5000	3	3	34.761974
5000	3	4	34.658022
5000	4	0	31.478229
5000	4	1	30.728622
5000	4	2	32.499161
5000	4	3	31.607781
5000	4	4	33.668612
10000	0	0	175.470643
10000	0	1	189.177764
10000	0	2	186.066714
10000	0	3	179.758984
10000	0	4	182.720739
10000	1	0	180.568336
10000	1	1	190.763291
10000	1	2	180.060065
10000	1	3	186.426682
10000	1	4	180.678317
10000	2	0	186.716475
10000	2	1	186.607186
10000	2	2	186.617466
10000	2	3	186.147190
10000	2	4	187.212494
10000	3	0	193.844296
10000	3	1	193.715541
10000	3	2	204.829359
10000	3	3	200.571903
10000	3	4	207.828717
10000	4	0	191.686088
10000	4	1	192.128843
10000	4	2	198.279005
10000	4	3	191.399184
10000	4	4	192.311138
20000	0	0	1105.723620
20000	0	1	1038.563281
20000	0	2	1105.691026
20000	0	3	1079.727738
20000	0	4	1095.383768
20000	1	0	1089.476082
20000	1	1	1068.932882
20000	1	2	1070.285378
20000	1	3	1030.816222
20000	1	4	1069.106911
20000	2	0	1100.341365
20000	2	1	1053.853938
20000	2	2	1079.857711
20000	2	3	1098.459942
20000	2	4	1045.557960
20000	3	0	1064.708806
20000	3	1	1081.028249
20000	3	2	1088.516077
20000	3	3	1085.529048
20000	3	4	1080.955669
20000	4	0	1082.119543
20000	4	1	1064.613548
20000	4	2	1104.165037
20000	4	3	1053.115506
20000	4	4	1057.044055
50000	0	0	10741.395330
50000	0	1	11143.087086
50000	0	2	10767.395752
50000	1	0	10659.591036
50000	1	1	10657.473205
50000	1	2	10599.300419
50000	2	0	10268.333869
50000	2	1	10738.747907
50000	2	2	10275.092243
50000	3	0	10475.530954
50000	3	1	10789.429027
50000	3	2	10449.824406
50000	4	0	12116.273980
50000	4	1	11095.010627
50000	4	2	11100.306057
