10	0	1	0.000210
10	0	1	0.000212
10	0	1	0.000212
10	0	1	0.000219
10	0	1	0.000220
10	0	2	0.000227
10	0	2	0.000227
10	0	2	0.000225
10	0	2	0.000225
10	0	2	0.000234
10	0	3	0.000225
10	0	3	0.000226
10	0	3	0.000228
10	0	3	0.000221
10	0	3	0.000226
10	0	4	0.000222
10	0	4	0.000220
10	0	4	0.000223
10	0	4	0.000223
10	0	4	0.000225
10	0	6	0.000229
10	0	6	0.000221
10	0	6	0.000230
10	0	6	0.000229
10	0	6	0.000223
10	0	8	0.000221
10	0	8	0.000219
10	0	8	0.000229
10	0	8	0.000225
10	0	8	0.000218
10	0	12	0.000221
10	0	12	0.000234
10	0	12	0.000221
10	0	12	0.000223
10	0	12	0.000221
10	0	16	0.000221
10	0	16	0.000222
10	0	16	0.000224
10	0	16	0.000221
10	0	16	0.000221
10	0	24	0.000221
10	0	24	0.000221
10	0	24	0.000228
10	0	24	0.000218
10	0	24	0.000222
10	0	32	0.000224
10	0	32	0.000220
10	0	32	0.000222
10	0	32	0.000226
10	0	32	0.000215
10	1	1	0.000212
10	1	1	0.000212
10	1	1	0.000217
10	1	1	0.000209
10	1	1	0.000224
10	1	2	0.000229
10	1	2	0.000232
10	1	2	0.000225
10	1	2	0.000223
10	1	2	0.000223
10	1	3	0.000227
10	1	3	0.000227
10	1	3	0.000225
10	1	3	0.000225
10	1	3	0.000225
10	1	4	0.000235
10	1	4	0.000231
10	1	4	0.000223
10	1	4	0.000236
10	1	4	0.000224
10	1	6	0.000228
10	1	6	0.000223
10	1	6	0.000220
10	1	6	0.000223
10	1	6	0.000230
10	1	8	0.000220
10	1	8	0.000225
10	1	8	0.000232
10	1	8	0.000221
10	1	8	0.000222
10	1	12	0.000221
10	1	12	0.000219
10	1	12	0.000223
10	1	12	0.000222
10	1	12	0.000222
10	1	16	0.000220
10	1	16	0.000226
10	1	16	0.000230
10	1	16	0.000220
10	1	16	0.000221
10	1	24	0.000222
10	1	24	0.000228
10	1	24	0.000229
10	1	24	0.000218
10	1	24	0.000218
10	1	32	0.000222
10	1	32	0.000219
10	1	32	0.000222
10	1	32	0.000221
10	1	32	0.000228
10	2	1	0.000218
10	2	1	0.000218
10	2	1	0.000221
10	2	1	0.000214
10	2	1	0.000211
10	2	2	0.000229
10	2	2	0.000225
10	2	2	0.000225
10	2	2	0.000222
10	2	2	0.000227
10	2	3	0.000224
10	2	3	0.000229
10	2	3	0.000220
10	2	3	0.000225
10	2	3	0.000226
10	2	4	0.000220
10	2	4	0.000223
10	2	4	0.000222
10	2	4	0.000221
10	2	4	0.000219
10	2	6	0.000220
10	2	6	0.000221
10	2	6	0.000224
10	2	6	0.000229
10	2	6	0.000224
10	2	8	0.000222
10	2	8	0.000229
10	2	8	0.000223
10	2	8	0.000219
10	2	8	0.000223
10	2	12	0.000228
10	2	12	0.000231
10	2	12	0.000223
10	2	12	0.000225
10	2	12	0.000223
10	2	16	0.000218
10	2	16	0.000225
10	2	16	0.000220
10	2	16	0.000227
10	2	16	0.000222
10	2	24	0.000217
10	2	24	0.000221
10	2	24	0.000227
10	2	24	0.000226
10	2	24	0.000221
10	2	32	0.000219
10	2	32	0.000219
10	2	32	0.000221
10	2	32	0.000218
10	2	32	0.000240
10	3	1	0.000209
10	3	1	0.000211
10	3	1	0.000209
10	3	1	0.000212
10	3	1	0.000214
10	3	2	0.000223
10	3	2	0.000223
10	3	2	0.000228
10	3	2	0.000225
10	3	2	0.000222
10	3	3	0.000225
10	3	3	0.000225
10	3	3	0.000229
10	3	3	0.000220
10	3	3	0.000226
10	3	4	0.000225
10	3	4	0.000234
10	3	4	0.000224
10	3	4	0.000221
10	3	4	0.000219
10	3	6	0.000229
10	3	6	0.000236
10	3	6	0.000232
10	3	6	0.000226
10	3	6	0.000218
10	3	8	0.000222
10	3	8	0.000222
10	3	8	0.000222
10	3	8	0.000230
10	3	8	0.000227
10	3	12	0.000222
10	3	12	0.000222
10	3	12	0.000223
10	3	12	0.000228
10	3	12	0.000229
10	3	16	0.000223
10	3	16	0.000218
10	3	16	0.000222
10	3	16	0.000217
10	3	16	0.000221
10	3	24	0.000222
