10	0	0	1.23	164736
10	0	1	1.17	163728
10	0	2	1.17	163840
10	0	3	1.18	163840
10	0	4	0.96	165828
10	1	0	1.18	164404
10	1	1	1.17	163792
10	1	2	1.18	164240
10	1	3	1.17	164140
10	1	4	1.18	164360
10	2	0	1.17	165112
10	2	1	1.17	164048
10	2	2	1.18	164084
10	2	3	1.18	165104
10	2	4	1.17	164220
10	3	0	1.17	164080
10	3	1	1.17	165172
10	3	2	1.18	164236
10	3	3	1.17	165108
10	3	4	1.16	164352
10	4	0	1.18	164220
10	4	1	1.18	165100
10	4	2	1.18	165108
10	4	3	1.17	164132
10	4	4	1.17	164416
20	0	0	1.17	164084
20	0	1	1.17	165112
20	0	2	1.17	164084
20	0	3	1.17	164424
20	0	4	1.17	164084
20	1	0	1.16	164092
20	1	1	1.17	164084
20	1	2	1.16	163548
20	1	3	1.17	164232
20	1	4	1.18	165120
20	2	0	1.16	164096
20	2	1	1.17	164456
20	2	2	1.17	164092
20	2	3	1.17	164360
20	2	4	1.17	164096
20	3	0	1.18	162568
20	3	1	1.17	164216
20	3	2	1.16	164100
20	3	3	1.17	164088
20	3	4	1.16	164096
20	4	0	1.18	165112
20	4	1	1.18	164468
20	4	2	1.17	163764
20	4	3	1.18	163436
20	4	4	1.18	164092
50	0	0	1.17	164424
50	0	1	1.17	164152
50	0	2	1.17	164148
50	0	3	1.16	164164
50	0	4	1.17	163800
50	1	0	1.16	164152
50	1	1	1.18	163548
50	1	2	1.18	163132
50	1	3	1.17	165168
50	1	4	1.17	164136
50	2	0	1.18	165168
50	2	1	1.18	164148
50	2	2	1.17	165180
50	2	3	1.17	163556
50	2	4	1.16	163552
50	3	0	1.17	165176
50	3	1	1.17	165176
50	3	2	1.18	163576
50	3	3	1.17	164156
50	3	4	1.17	163616
50	4	0	1.18	164156
50	4	1	1.17	163744
50	4	2	1.18	163744
50	4	3	1.17	164484
50	4	4	1.17	163800
100	0	0	1.17	165372
100	0	1	1.17	164184
100	0	2	1.18	164364
100	0	3	0.95	166252
100	0	4	1.17	164352
100	1	0	1.16	164440
100	1	1	1.18	165372
100	1	2	1.16	164352
100	1	3	1.17	164460
100	1	4	1.17	165372
100	2	0	1.18	164684
100	2	1	1.17	164352
100	2	2	1.19	164488
100	2	3	1.17	165364
100	2	4	1.18	164352
100	3	0	1.17	165376
100	3	1	1.19	165284
100	3	2	1.16	164132
100	3	3	1.18	165376
100	3	4	1.17	164356
100	4	0	1.17	164348
100	4	1	1.18	165380
100	4	2	1.17	163660
100	4	3	1.17	164352
100	4	4	1.18	164352
200	0	0	1.18	166176
200	0	1	1.17	165228
200	0	2	1.17	165220
200	0	3	1.17	165424
200	0	4	1.18	165224
200	1	0	1.17	165752
200	1	1	1.17	165216
200	1	2	1.18	164564
200	1	3	1.17	164820
200	1	4	1.18	164816
200	2	0	1.18	165368
200	2	1	1.18	165220
200	2	2	1.17	165752
200	2	3	1.17	165220
200	2	4	1.16	165228
200	3	0	1.18	165216
200	3	1	1.18	165220
200	3	2	1.17	165796
200	3	3	1.17	166240
200	3	4	1.17	165220
200	4	0	1.17	165212
200	4	1	1.17	165220
200	4	2	1.17	166244
200	4	3	1.18	165660
200	4	4	0.95	166912
500	0	0	1.19	168960
500	0	1	1.18	167936
500	0	2	1.18	166912
500	0	3	1.16	168960
500	0	4	1.19	167936
500	1	0	1.20	165888
500	1	1	1.19	166912
500	1	2	1.19	167936
500	1	3	1.18	167936
500	1	4	1.20	167936
500	2	0	1.19	168960
500	2	1	1.19	167936
500	2	2	0.97	168960
500	2	3	1.19	167936
500	2	4	1.18	167936
500	3	0	1.18	168960
500	3	1	1.19	167936
500	3	2	1.18	167936
500	3	3	1.19	167936
500	3	4	1.19	167936
500	4	0	1.19	167936
500	4	1	1.20	167936
500	4	2	1.19	167936
500	4	3	0.97	167936
500	4	4	1.19	166912
1000	0	0	1.23	181948
1000	0	1	1.24	183824
1000	0	2	1.25	182964
1000	0	3	1.24	182788
1000	0	4	1.24	182380
1000	1	0	1.24	182876
1000	1	1	1.24	182048
1000	1	2	1.24	182784
1000	1	3	1.25	182380
1000	1	4	1.24	181360
1000	2	0	1.24	183140
1000	2	1	1.25	182684
1000	2	2	1.25	181344
1000	2	3	1.24	180652
1000	2	4	1.25	183356
1000	3	0	1.25	182792
1000	3	1	1.24	182752
1000	3	2	1.24	182752
1000	3	3	1.24	181960
1000	3	4	1.26	182688
1000	4	0	1.25	182556
1000	4	1	1.24	182408
1000	4	2	1.24	183760
1000	4	3	1.24	183328
1000	4	4	1.25	182036
2000	0	0	1.46	240960
2000	0	1	1.47	242456
2000	0	2	1.46	241220
2000	0	3	1.46	242036
2000	0	4	1.46	240944
2000	1	0	1.47	241476
2000	1	1	1.46	241036
2000	1	2	1.47	240596
2000	1	3	1.47	242408
2000	1	4	1.25	243156
2000	2	0	1.47	241104
2000	2	1	1.47	241292
2000	2	2	1.47	242464
2000	2	3	1.46	241140
2000	2	4	1.48	241268
2000	3	0	1.47	241448
2000	3	1	1.45	241284
2000	3	2	1.46	242444
2000	3	3	1.46	241096
2000	3	4	1.49	241288
2000	4	0	1.47	241024
2000	4	1	1.46	241376
2000	4	2	1.46	240944
2000	4	3	1.47	241292
2000	4	4	1.46	241296
5000	0	0	3.01	654244
5000	0	1	3.02	654232
5000	0	2	3.00	654188
5000	0	3	2.99	655412
5000	0	4	3.01	654304
5000	1	0	2.80	656300
5000	1	1	3.00	653188
5000	1	2	2.99	654380
5000	1	3	3.00	653736
5000	1	4	3.00	654248
5000	2	0	2.99	654344
5000	2	1	2.99	654268
5000	2	2	2.99	654232
5000	2	3	3.11	654320
5000	2	4	3.00	654400
5000	3	0	3.01	654292
5000	3	1	2.99	654108
5000	3	2	3.00	655372
5000	3	3	3.01	654244
5000	3	4	2.99	655372
5000	4	0	3.01	654220
