10	0	1	0	0.00	3072
10	0	1	1	0.00	3072
10	0	1	2	0.00	3072
10	0	1	3	0.00	3072
10	0	1	4	0.00	3072
10	0	8	0	0.00	3072
10	0	8	1	0.00	3072
10	0	8	2	0.00	3072
10	0	8	3	0.00	3072
10	0	8	4	0.00	3072
10	0	32	0	0.00	3072
10	0	32	1	0.00	3072
10	0	32	2	0.00	3072
10	0	32	3	0.00	3072
10	0	32	4	0.00	3072
10	1	1	0	0.00	3072
10	1	1	1	0.00	3072
10	1	1	2	0.00	3072
10	1	1	3	0.00	3072
10	1	1	4	0.00	3072
10	1	8	0	0.00	3072
10	1	8	1	0.00	3072
10	1	8	2	0.00	3072
10	1	8	3	0.00	3072
10	1	8	4	0.00	3072
10	1	32	0	0.00	3072
10	1	32	1	0.00	3072
10	1	32	2	0.00	4096
10	1	32	3	0.00	3072
10	1	32	4	0.00	3072
10	2	1	0	0.00	3072
10	2	1	1	0.00	3072
10	2	1	2	0.00	3072
10	2	1	3	0.00	3072
10	2	1	4	0.00	3072
10	2	8	0	0.00	3072
10	2	8	1	0.00	3072
10	2	8	2	0.00	3072
10	2	8	3	0.00	3072
10	2	8	4	0.00	3072
10	2	32	0	0.00	3072
10	2	32	1	0.00	3072
10	2	32	2	0.00	3072
10	2	32	3	0.00	3072
10	2	32	4	0.00	3072
10	3	1	0	0.00	3072
10	3	1	1	0.00	3072
10	3	1	2	0.00	3072
10	3	1	3	0.00	4096
10	3	1	4	0.00	3072
10	3	8	0	0.00	3072
10	3	8	1	0.00	3072
10	3	8	2	0.00	3072
10	3	8	3	0.00	3072
10	3	8	4	0.00	3072
10	3	32	0	0.00	3072
10	3	32	1	0.00	3072
10	3	32	2	0.00	3072
10	3	32	3	0.00	3072
10	3	32	4	0.00	4096
10	4	1	0	0.00	3072
10	4	1	1	0.00	3072
10	4	1	2	0.00	3072
10	4	1	3	0.00	3072
10	4	1	4	0.00	3072
10	4	8	0	0.00	3072
10	4	8	1	0.00	3072
10	4	8	2	0.00	3072
10	4	8	3	0.00	3072
10	4	8	4	0.00	3072
10	4	32	0	0.00	3072
10	4	32	1	0.00	3072
10	4	32	2	0.00	3072
10	4	32	3	0.00	3072
10	4	32	4	0.00	3072
20	0	1	0	0.00	3072
20	0	1	1	0.00	3072
20	0	1	2	0.00	3072
20	0	1	3	0.00	3072
20	0	1	4	0.00	3072
20	0	8	0	0.00	4096
20	0	8	1	0.00	3072
20	0	8	2	0.00	3072
20	0	8	3	0.00	3072
20	0	8	4	0.00	3072
20	0	32	0	0.00	3072
20	0	32	1	0.00	3072
20	0	32	2	0.01	3072
20	0	32	3	0.00	3072
20	0	32	4	0.00	3072
20	1	1	0	0.00	3072
20	1	1	1	0.00	3072
20	1	1	2	0.00	3072
20	1	1	3	0.00	3072
20	1	1	4	0.00	3072
20	1	8	0	0.00	3072
20	1	8	1	0.00	3072
20	1	8	2	0.00	3072
20	1	8	3	0.00	3072
20	1	8	4	0.00	3072
20	1	32	0	0.00	3072
20	1	32	1	0.01	3072
20	1	32	2	0.01	3072
20	1	32	3	0.01	3072
20	1	32	4	0.01	3072
20	2	1	0	0.00	4096
20	2	1	1	0.00	3072
20	2	1	2	0.00	3072
20	2	1	3	0.00	3072
20	2	1	4	0.00	3072
20	2	8	0	0.00	3072
20	2	8	1	0.00	3072
20	2	8	2	0.00	3072
20	2	8	3	0.00	3072
20	2	8	4	0.00	3072
20	2	32	0	0.00	3072
20	2	32	1	0.00	3072
20	2	32	2	0.00	3072
20	2	32	3	0.00	3072
20	2	32	4	0.00	3072
20	3	1	0	0.00	3072
20	3	1	1	0.00	3072
20	3	1	2	0.00	4096
20	3	1	3	0.00	3072
20	3	1	4	0.00	3072
20	3	8	0	0.00	3072
20	3	8	1	0.00	3072
20	3	8	2	0.00	3072
20	3	8	3	0.00	3072
20	3	8	4	0.00	3072
20	3	32	0	0.00	4096
20	3	32	1	0.00	3072
20	3	32	2	0.00	3072
20	3	32	3	0.00	3072
20	3	32	4	0.00	3072
20	4	1	0	0.00	3072
20	4	1	1	0.00	3072
20	4	1	2	0.00	3072
20	4	1	3	0.00	3072
20	4	1	4	0.00	3072
20	4	8	0	0.00	3072
20	4	8	1	0.00	3072
20	4	8	2	0.00	3072
20	4	8	3	0.00	3072
20	4	8	4	0.00	3072
20	4	32	0	0.00	3072
20	4	32	1	0.00	3072
20	4	32	2	0.00	3072
20	4	32	3	0.00	4096
20	4	32	4	0.00	3072
50	0	1	0	0.00	3072
50	0	1	1	0.00	3072
50	0	1	2	0.00	3072
50	0	1	3	0.00	3072
50	0	1	4	0.00	3072
50	0	8	0	0.00	3072
50	0	8	1	0.00	3072
50	0	8	2	0.00	3072
50	0	8	3	0.00	3072
50	0	8	4	0.00	3072
50	0	32	0	0.01	3072
50	0	32	1	0.01	3072
50	0	32	2	0.01	3072
50	0	32	3	0.01	3072
50	0	32	4	0.01	3072
50	1	1	0	0.00	3072
50	1	1	1	0.00	3072
50	1	1	2	0.00	3072
50	1	1	3	0.00	3072
50	1	1	4	0.00	3072
50	1	8	0	0.00	4096
50	1	8	1	0.00	3072
50	1	8	2	0.00	3072
50	1	8	3	0.00	3072
50	1	8	4	0.00	3072
50	1	32	0	0.01	3072
50	1	32	1	0.01	3072
50	1	32	2	0.01	3072
50	1	32	3	0.01	3072
50	1	32	4	0.01	4096
50	2	1	0	0.00	3072
50	2	1	1	0.00	3072
50	2	1	2	0.00	3072
50	2	1	3	0.00	3072
50	2	1	4	0.00	3072
50	2	8	0	0.00	3072
50	2	8	1	0.00	3072
50	2	8	2	0.00	3072
50	2	8	3	0.00	3072
50	2	8	4	0.01	3072
50	2	32	0	0.01	3072
50	2	32	1	0.01	3072
50	2	32	2	0.01	3072
50	2	32	3	0.01	3072
50	2	32	4	0.01	3072
50	3	1	0	0.00	3072
50	3	1	1	0.00	3072
50	3	1	2	0.00	3072
50	3	1	3	0.00	4096
50	3	1	4	0.00	3072
50	3	8	0	0.00	3072
50	3	8	1	0.00	3072
50	3	8	2	0.00	3072
50	3	8	3	0.00	3072
50	3	8	4	0.00	3072
50	3	32	0	0.01	3072
50	3	32	1	0.01	3072
50	3	32	2	0.01	3072
50	3	32	3	0.01	3072
50	3	32	4	0.01	3072
50	4	1	0	0.00	3072
50	4	1	1	0.00	3072
50	4	1	2	0.00	3072
50	4	1	3	0.00	4096
50	4	1	4	0.00	3072
50	4	8	0	0.00	3072
50	4	8	1	0.00	3072
50	4	8	2	0.00	3072
50	4	8	3	0.00	4096
50	4	8	4	0.00	3072
50	4	32	0	0.01	3072
50	4	32	1	0.01	3072
50	4	32	2	0.01	3072
50	4	32	3	0.01	3072
50	4	32	4	0.01	3072
100	0	1	0	0.01	3072
100	0	1	1	0.00	3072
100	0	1	2	0.00	3072
100	0	1	3	0.01	3072
100	0	1	4	0.00	3072
100	0	8	0	0.01	3072
100	0	8	1	0.01	3072
100	0	8	2	0.01	3072
100	0	8	3	0.01	3072
100	0	8	4	0.01	3072
100	0	32	0	0.02	4096
100	0	32	1	0.02	3072
100	0	32	2	0.02	3072
100	0	32	3	0.02	4096
100	0	32	4	0.02	3072
100	1	1	0	0.00	3072
100	1	1	1	0.01	3072
100	1	1	2	0.01	3072
100	1	1	3	0.01	3072
100	1	1	4	0.00	3072
100	1	8	0	0.01	3072
100	1	8	1	0.01	3072
100	1	8	2	0.01	3072
100	1	8	3	0.01	3072
100	1	8	4	0.01	3072
100	1	32	0	0.02	3072
100	1	32	1	0.02	3072
100	1	32	2	0.02	3072
100	1	32	3	0.02	3072
100	1	32	4	0.02	3072
100	2	1	0	0.00	4096
100	2	1	1	0.00	3072
100	2	1	2	0.00	3072
100	2	1	3	0.00	3072
100	2	1	4	0.00	3072
100	2	8	0	0.01	3072
100	2	8	1	0.01	3072
100	2	8	2	0.01	3072
100	2	8	3	0.01	3072
100	2	8	4	0.01	3072
100	2	32	0	0.02	3072
100	2	32	1	0.02	3072
100	2	32	2	0.02	3072
100	2	32	3	0.02	3072
100	2	32	4	0.02	3072
100	3	1	0	0.00	3072
100	3	1	1	0.00	3072
100	3	1	2	0.00	3072
100	3	1	3	0.00	3072
100	3	1	4	0.00	3072
100	3	8	0	0.01	3072
100	3	8	1	0.01	3072
100	3	8	2	0.01	3072
100	3	8	3	0.01	3072
100	3	8	4	0.01	3072
100	3	32	0	0.02	3072
100	3	32	1	0.02	3072
100	3	32	2	0.02	3072
100	3	32	3	0.02	3072
100	3	32	4	0.02	3072
100	4	1	0	0.00	3072
100	4	1	1	0.00	3072
100	4	1	2	0.00	3072
100	4	1	3	0.01	3072
100	4	1	4	0.00	3072
100	4	8	0	0.01	3072
100	4	8	1	0.01	3072
100	4	8	2	0.01	3072
100	4	8	3	0.01	3072
100	4	8	4	0.01	3072
100	4	32	0	0.02	3072
100	4	32	1	0.02	3072
100	4	32	2	0.02	3072
100	4	32	3	0.02	3072
100	4	32	4	0.02	3072
200	0	1	0	0.02	4096
200	0	1	1	0.02	4096
200	0	1	2	0.02	4096
200	0	1	3	0.02	4096
200	0	1	4	0.02	5120
200	0	8	0	0.03	3072
200	0	8	1	0.03	3072
200	0	8	2	0.03	3072
200	0	8	3	0.03	3072
200	0	8	4	0.03	3072
200	0	32	0	0.05	3072
200	0	32	1	0.04	3072
200	0	32	2	0.04	3072
200	0	32	3	0.05	3072
200	0	32	4	0.04	3072
200	1	1	0	0.02	4096
200	1	1	1	0.02	4096
200	1	1	2	0.02	4096
200	1	1	3	0.02	4096
200	1	1	4	0.02	4096
200	1	8	0	0.03	3072
200	1	8	1	0.03	3072
200	1	8	2	0.03	3072
200	1	8	3	0.03	3072
200	1	8	4	0.03	3072
200	1	32	0	0.05	3072
200	1	32	1	0.05	3072
200	1	32	2	0.05	3072
200	1	32	3	0.05	3072
200	1	32	4	0.05	3072
200	2	1	0	0.02	4096
200	2	1	1	0.02	4096
200	2	1	2	0.02	4096
200	2	1	3	0.02	4096
200	2	1	4	0.02	4096
200	2	8	0	0.03	3072
200	2	8	1	0.03	3072
200	2	8	2	0.03	3072
200	2	8	3	0.03	3072
200	2	8	4	0.03	3072
200	2	32	0	0.05	3072
200	2	32	1	0.05	3072
200	2	32	2	0.05	3072
200	2	32	3	0.05	3072
200	2	32	4	0.04	3072
200	3	1	0	0.02	4096
200	3	1	1	0.02	4096
200	3	1	2	0.02	4096
200	3	1	3	0.02	4096
200	3	1	4	0.02	4096
200	3	8	0	0.03	3072
200	3	8	1	0.03	3072
200	3	8	2	0.03	3072
200	3	8	3	0.03	3072
200	3	8	4	0.03	3072
200	3	32	0	0.05	3072
200	3	32	1	0.05	3072
200	3	32	2	0.05	3072
200	3	32	3	0.04	3072
200	3	32	4	0.05	3072
200	4	1	0	0.02	4096
200	4	1	1	0.02	4096
200	4	1	2	0.02	4096
200	4	1	3	0.02	4096
200	4	1	4	0.02	4096
200	4	8	0	0.03	3072
200	4	8	1	0.03	3072
200	4	8	2	0.03	3072
200	4	8	3	0.03	3072
